[inf] initializing hardware..
[dbg] Devices created
[inf] done
[dbg] connecting to the server 192.168.7.2:11006..
[dbg] connected
[inf] ,4.36934,-0.0464567,-4.09209,0,
[inf] ,4.37066,-0.0471947,-4.09209,0,
[inf] ,4.37248,-0.0481932,-4.09209,0,
[inf] ,4.37308,-0.04852,-4.09247,-0.0309193,
[inf] ,4.3741,-0.0490735,-4.09247,-0.0415553,
[inf] ,4.37529,-0.0497099,-4.09266,-0.0560245,
[inf] ,4.37631,-0.0502528,-4.09285,-0.0730496,
[inf] ,4.37748,-0.0508691,-4.09324,-0.102424,
[inf] ,4.37864,-0.0514697,-4.09343,-0.122839,
[inf] ,4.37976,-0.0520497,-4.094,-0.164366,
[inf] ,4.38089,-0.0526239,-4.09419,-0.185746,
[inf] ,4.38201,-0.053193,-4.09496,-0.242163,
[inf] ,4.38331,-0.0538429,-4.09535,-0.270843,
[inf] ,4.38439,-0.0543728,-4.09611,-0.32193,
[inf] ,4.38557,-0.0549479,-4.09669,-0.358615,
[inf] ,4.38668,-0.0554832,-4.09745,-0.412845,
[inf] ,4.38805,-0.0561357,-4.09822,-0.447395,
[inf] ,4.38922,-0.0566836,-4.09918,-0.498412,
[inf] ,4.39036,-0.0572131,-4.09995,-0.537174,
[inf] ,4.39147,-0.0577231,-4.10071,-0.568013,
[inf] ,4.39256,-0.0582159,-4.10167,-0.606419,
[inf] ,4.39393,-0.0588237,-4.10263,-0.648062,
[inf] ,4.39498,-0.0592862,-4.10378,-0.697767,
[inf] ,4.39595,-0.0597061,-4.10474,-0.73451,
[inf] ,4.3971,-0.0601975,-4.10589,-0.775264,
[inf] ,4.39821,-0.060668,-4.10685,-0.804058,
[inf] ,4.39935,-0.0611408,-4.10819,-0.851172,
[inf] ,4.40044,-0.0615885,-4.10934,-0.887633,
[inf] ,4.40159,-0.0620544,-4.11069,-0.929495,
[inf] ,4.40274,-0.0625097,-4.11203,-0.970856,
[inf] ,4.40388,-0.0629545,-4.11337,-1.01091,
[inf] ,4.40499,-0.0633808,-4.11471,-1.04427,
[inf] ,4.4061,-0.063799,-4.11625,-1.08969,
[inf] ,4.40731,-0.0642495,-4.11797,-1.1468,
[inf] ,4.40848,-0.0646745,-4.11951,-1.18348,
[inf] ,4.40965,-0.065094,-4.12123,-1.22917,
[inf] ,4.41096,-0.0655529,-4.12296,-1.27081,
[inf] ,4.4119,-0.0658757,-4.12468,-1.31425,
[inf] ,4.41305,-0.0662634,-4.1266,-1.36755,
[inf] ,4.41421,-0.0666442,-4.12833,-1.40732,
[inf] ,4.4153,-0.0669969,-4.13024,-1.45395,
[inf] ,4.41637,-0.0673358,-4.13216,-1.50093,
[inf] ,4.41751,-0.0676914,-4.13427,-1.55255,
[inf] ,4.4186,-0.0680212,-4.13619,-1.59432,
[inf] ,4.41968,-0.0683415,-4.13945,-1.79061,
[inf] ,4.42151,-0.0688688,-4.14136,-1.75908,
[inf] ,4.42236,-0.0691053,-4.14367,-1.77899,
[inf] ,4.42345,-0.0694031,-4.14731,-1.98542,
[inf] ,4.42535,-0.0699054,-4.14942,-1.93387,
[inf] ,4.42622,-0.0701296,-4.15344,-2.12044,
[inf] ,4.42814,-0.0706009,-4.15575,-2.05666,
[inf] ,4.42897,-0.0707983,-4.15958,-2.1859,
[inf] ,4.43091,-0.0712433,-4.16207,-2.13812,
[inf] ,4.43163,-0.0714013,-4.1661,-2.2933,
[inf] ,4.43348,-0.0717949,-4.16859,-2.23854,
[inf] ,4.43425,-0.071951,-4.173,-2.42477,
[inf] ,4.43622,-0.0723349,-4.17569,-2.36696,
[inf] ,4.43698,-0.0724761,-4.1801,-2.53205,
[inf] ,4.43897,-0.0728279,-4.18278,-2.46617,
[inf] ,4.43967,-0.0729458,-4.18758,-2.64992,
[inf] ,4.44152,-0.0732401,-4.19045,-2.58866,
[inf] ,4.44237,-0.0733678,-4.19601,-2.87384,
[inf] ,4.44437,-0.0736504,-4.19889,-2.75956,
[inf] ,4.44526,-0.0737679,-4.20483,-3.0073,
[inf] ,4.44728,-0.0740134,-4.20733,-2.87147,
[inf] ,4.44796,-0.0740909,-4.21289,-3.03325,
[inf] ,4.4498,-0.0742828,-4.21595,-2.93847,
[inf] ,4.45063,-0.0743621,-4.2196,-2.9302,
[inf] ,4.45175,-0.0744621,-4.22343,-2.96602,
[inf] ,4.45291,-0.0745565,-4.22708,-3.00174,
[inf] ,4.45399,-0.0746356,-4.23072,-3.04448,
[inf] ,4.45509,-0.074709,-4.23475,-3.12178,
[inf] ,4.45625,-0.0747769,-4.23839,-3.16408,
[inf] ,4.45724,-0.0748279,-4.24203,-3.20888,
[inf] ,4.45828,-0.0748745,-4.24587,-3.26632,
[inf] ,4.45931,-0.0749134,-4.25047,-3.38824,
[inf] ,4.46065,-0.0749532,-4.25469,-3.44297,
[inf] ,4.4618,-0.0749777,-4.25948,-3.53888,
[inf] ,4.46307,-0.0749943,-4.26274,-3.5052,
[inf] ,4.46382,-0.074999,-4.26753,-3.60943,
[inf] ,4.46522,-0.0749975,-4.27118,-3.59797,
[inf] ,4.46603,-0.0749907,-4.2754,-3.64293,
[inf] ,4.4671,-0.0749748,-4.27981,-3.70085,
[inf] ,4.46821,-0.07495,-4.28479,-3.81427,
[inf] ,4.46952,-0.0749102,-4.28959,-3.87626,
[inf] ,4.4707,-0.0748646,-4.29361,-3.86602,
[inf] ,4.47155,-0.0748257,-4.29879,-3.96955,
[inf] ,4.47288,-0.074755,-4.30377,-4.02962,
[inf] ,4.47407,-0.074682,-4.30914,-4.10551,
[inf] ,4.47537,-0.0745907,-4.31336,-4.08022,
[inf] ,4.47615,-0.0745307,-4.31873,-4.17211,
[inf] ,4.4775,-0.0744176,-4.32295,-4.15364,
[inf] ,4.47827,-0.0743468,-4.32928,-4.33968,
[inf] ,4.47983,-0.0741925,-4.3335,-4.2957,
[inf] ,4.48067,-0.0741028,-4.33906,-4.37596,
[inf] ,4.48199,-0.0739517,-4.34385,-4.37361,
[inf] ,4.48288,-0.0738427,-4.34922,-4.43494,
[inf] ,4.48419,-0.0736737,-4.35497,-4.51751,
[inf] ,4.48536,-0.0735142,-4.36072,-4.58823,
[inf] ,4.48656,-0.0733401,-4.36533,-4.55635,
[inf] ,4.48742,-0.073208,-4.37146,-4.6676,
[inf] ,4.48874,-0.0729983,-4.37721,-4.72442,
[inf] ,4.48993,-0.072799,-4.38201,-4.69682,
[inf] ,4.49089,-0.0726313,-4.38814,-4.8032,
[inf] ,4.49211,-0.0724097,-4.39294,-4.77448,
[inf] ,4.49297,-0.0722475,-4.39927,-4.8876,
[inf] ,4.49432,-0.0719837,-4.40425,-4.86948,
[inf] ,4.49515,-0.0718161,-4.41077,-4.9913,
[inf] ,4.49653,-0.0715271,-4.41576,-4.96939,
[inf] ,4.49737,-0.0713437,-4.42132,-5.00112,
[inf] ,4.49844,-0.0711056,-4.42803,-5.12939,
[inf] ,4.49979,-0.0707936,-4.43301,-5.09341,
[inf] ,4.50049,-0.0706274,-4.43972,-5.20579,
[inf] ,4.50186,-0.0702937,-4.44663,-5.30716,
[inf] ,4.50313,-0.0699731,-4.4518,-5.24616,
[inf] ,4.50399,-0.0697507,-4.45871,-5.3435,
[inf] ,4.50531,-0.0693974,-4.46388,-5.29352,
[inf] ,4.50618,-0.0691608,-4.47117,-5.43234,
[inf] ,4.50757,-0.0687728,-4.47788,-5.48005,
[inf] ,4.50877,-0.0684255,-4.48478,-5.52631,
[inf] ,4.50998,-0.0680683,-4.49188,-5.57833,
[inf] ,4.51125,-0.0676846,-4.49725,-5.50429,
[inf] ,4.51206,-0.0674328,-4.50434,-5.59134,
[inf] ,4.5134,-0.0670107,-4.51125,-5.63801,
[inf] ,4.51458,-0.0666263,-4.51681,-5.58684,
[inf] ,4.51544,-0.0663447,-4.5239,-5.68018,
[inf] ,4.51677,-0.0658958,-4.531,-5.73862,
[inf] ,4.51794,-0.065495,-4.53675,-5.69834,
[inf] ,4.51882,-0.0651883,-4.54423,-5.81604,
[inf] ,4.52018,-0.0647019,-4.54979,-5.75922,
[inf] ,4.521,-0.0644037,-4.55746,-5.88644,
[inf] ,4.52246,-0.0638648,-4.56321,-5.8392,
[inf] ,4.52333,-0.0635384,-4.57088,-5.96375,
[inf] ,4.52464,-0.063038,-4.57817,-6.01155,
[inf] ,4.52586,-0.0625644,-4.58603,-6.09368,
[inf] ,4.52712,-0.0620628,-4.59197,-6.00546,
[inf] ,4.52799,-0.0617135,-4.59964,-6.08055,
[inf] ,4.52931,-0.0611754,-4.60539,-6.01284,
[inf] ,4.53012,-0.060836,-4.61326,-6.12734,
[inf] ,4.5315,-0.0602595,-4.6192,-6.06657,
[inf] ,4.53238,-0.0598829,-4.62687,-6.16317,
[inf] ,4.53372,-0.0593036,-4.63511,-6.27172,
[inf] ,4.53499,-0.0587463,-4.64048,-6.16369,
[inf] ,4.53576,-0.058401,-4.64854,-6.27571,
[inf] ,4.53711,-0.0577918,-4.65621,-6.31522,
[inf] ,4.53833,-0.0572375,-4.66234,-6.2477,
[inf] ,4.53921,-0.0568266,-4.6704,-6.34911,
[inf] ,4.54054,-0.0562079,-4.67653,-6.28239,
[inf] ,4.54137,-0.0558113,-4.68344,-6.30046,
[inf] ,4.54243,-0.0553045,-4.69168,-6.42986,
[inf] ,4.54377,-0.0546551,-4.69782,-6.36674,
[inf] ,4.54463,-0.0542332,-4.70491,-6.39112,
[inf] ,4.54571,-0.0536983,-4.71354,-6.55353,
[inf] ,4.54713,-0.0529866,-4.72159,-6.57915,
[inf] ,4.54834,-0.0523745,-4.72965,-6.60387,
[inf] ,4.54955,-0.0517571,-4.73578,-6.49995,
[inf] ,4.55042,-0.0513026,-4.74403,-6.5746,
[inf] ,4.55173,-0.0506204,-4.75189,-6.59903,
